sentence_id,event,causes,bad,result,event_first_index,event_last_index,causes_first_index,causes_last_index,bad_first_index,bad_last_index,result_first_index,result_last_index,sentence_text,answer
14077526,bar,creates,bad,sound,5,5,6,6,10,10,3,3,The simulated surround sound this bar creates is n't to bad either .,not suitable
14121915,speaker,produces,horrible,sound,6,6,12,12,13,13,14,14,You can totally tell because the speaker goes in and out and produces horrible sound .,not suitable
14281685,I,causes,bad,tastes,0,0,16,16,18,18,19,19,I do n't want to cause a panic but something leaches out of this product and causes a bad tastes to ie cookies .,negative
14281685,something,causes,bad,tastes,9,9,16,16,18,18,19,19,I do n't want to cause a panic but something leaches out of this product and causes a bad tastes to ie cookies .,negative
14330781,century,promotes,negative,existence,8,8,15,15,17,17,20,20,"There generally is an opinion that early twentieth century French Philosophy , particularly Existentialism , promotes a negative , unhappy existence that should be just put up with until one dies .",not suitable
14330781,century,promotes,unhappy,existence,8,8,15,15,19,19,20,20,"There generally is an opinion that early twentieth century French Philosophy , particularly Existentialism , promotes a negative , unhappy existence that should be just put up with until one dies .",not suitable
14330781,Philosophy,promotes,negative,existence,10,10,15,15,17,17,20,20,"There generally is an opinion that early twentieth century French Philosophy , particularly Existentialism , promotes a negative , unhappy existence that should be just put up with until one dies .",not suitable
14330781,Philosophy,promotes,unhappy,existence,10,10,15,15,19,19,20,20,"There generally is an opinion that early twentieth century French Philosophy , particularly Existentialism , promotes a negative , unhappy existence that should be just put up with until one dies .",not suitable
14330781,Existentialism,promotes,negative,existence,13,13,15,15,17,17,20,20,"There generally is an opinion that early twentieth century French Philosophy , particularly Existentialism , promotes a negative , unhappy existence that should be just put up with until one dies .",not suitable
14330781,Existentialism,promotes,unhappy,existence,13,13,15,15,19,19,20,20,"There generally is an opinion that early twentieth century French Philosophy , particularly Existentialism , promotes a negative , unhappy existence that should be just put up with until one dies .",not suitable
14552935,this,begins,bad,decisions,11,11,12,12,19,19,20,20,Well that is until they have some unexpected house guests and this begins the tumultuous cycle of secrets and bad decisions .,not suitable
14811507,lack,causes,angry,customers,8,8,13,13,14,14,15,15,"Almost certainly , these companies know that the lack of the USB cable causes angry customers and profit - eating product returns .",not suitable
14811507,cable,causes,angry,customers,12,12,13,13,14,14,15,15,"Almost certainly , these companies know that the lack of the USB cable causes angry customers and profit - eating product returns .",not suitable
14978830,Girl,introduces,bad,guy,2,2,11,11,21,21,22,22,""" The Girl Daredevil "" ( Parts 1 & 2 ) introduces the skilful Twinkle Banks , black panthers , a bad guy named Cornpone Brotch and a circus full of tricks .",not suitable
14978830,Parts,introduces,bad,guy,6,6,11,11,21,21,22,22,""" The Girl Daredevil "" ( Parts 1 & 2 ) introduces the skilful Twinkle Banks , black panthers , a bad guy named Cornpone Brotch and a circus full of tricks .",not suitable
14978830,2,introduces,bad,guy,9,9,11,11,21,21,22,22,""" The Girl Daredevil "" ( Parts 1 & 2 ) introduces the skilful Twinkle Banks , black panthers , a bad guy named Cornpone Brotch and a circus full of tricks .",not suitable
15131187,filter,produces,annoying,spot,11,11,12,12,14,14,16,16,Whenever the sun is in or nearly in the frame this filter produces an annoying greenish spot to appear on the image .,negative
15165887,it,creates,horrible,ray,28,28,29,29,31,31,32,32,"This might be just my lens ( Nikon 18 - 105 mm VR ) , but when pointed at the slightest light source ( even the moon ) it creates a horrible ray of lens flare all the way across the picture .",not suitable
15346496,she,introduces,bad,guy,6,6,7,7,10,10,11,11,But she does n't disappoint when she introduces the newest bad guy .,positive
15623418,someone,begins,sad,traverse,36,36,41,41,43,43,44,44,The great film about a man in post - war Italy trying to survive .   The man gets the opportunity for a new job which requires a bicycle .   The first day of work someone steals it and thus begins a sad traverse of a man and his son wandering Rome trying to find the thief and the bicycle .,not suitable
15638607,it,begins,bad,connection,17,17,18,18,22,22,23,23,WHY THIS IS IMPORTANT : A safe receptacle means it must be 100 % tight or else it begins the cascade : bad connection > heat > loosening > arcing > FIRES .,not suitable
15907470,Job,creates,sad,comment,0,0,2,2,7,7,8,8,Job insecurity creates personal insecurity -- a sad comment on our society,negative
15907470,insecurity,creates,sad,comment,1,1,2,2,7,7,8,8,Job insecurity creates personal insecurity -- a sad comment on our society,negative
16288840,accident,causes,negative,attention,18,18,19,19,21,21,22,22,"The movie begins with a shark attack that ends with no one killed or injured , though the accident causes some negative attention and trouble for Dr. Susan McAlester ( Saffron Burrows ) , who runs the research lab Aquatica .",not suitable
16471032,It,causes,bad,headaches,0,0,1,1,2,2,3,3,It causes bad headaches .,negative
16732527,compression,creates,terrible,distorsion)or,5,5,8,8,9,9,10,10,They either used too much compression ( which creates terrible distorsion)or the gain was wrong .,negative
17012057,kibble,causes,bad,gas,7,7,8,8,9,9,10,10,"That could also be the reason this kibble causes bad gas and stinky poo : it is very dense in calories / nutrients and high in protein , there 's no filler like rice or grains .",not suitable
17295247,plastic,creates,terrible,arch,10,10,14,14,16,16,17,17,1 . Although it Fits in the sleeve ... the plastic film covering it creates this terrible arch away from the iphone screen ... making it almost useless to use .,not suitable
17295247,film,creates,terrible,arch,11,11,14,14,16,16,17,17,1 . Although it Fits in the sleeve ... the plastic film covering it creates this terrible arch away from the iphone screen ... making it almost useless to use .,not suitable
17440545,which,causes,annoying,grinding,19,19,26,26,28,28,29,29,I 've had it with Shimano pads because the aluminum from the rims continuously get stuck in the pads which marks and scratches the rim and causes an annoying grinding noise .,not suitable
17583075,silliness,causes,furious,blushing,14,14,16,16,17,17,18,18,"After watching the first film several times over , it steadily grew to resonate silliness that causes furious blushing .",positive
17828752,design,produces,bad,habits,1,1,3,3,4,4,5,5,The design inherently produces bad habits .,negative
18153744,She,starts,bad,a@@,0,0,1,1,5,5,6,6,"She starts out such a bad a@@ , but when she completely trust she is a woman that has a heart .",positive
18558669,It,Causes,Horrible,Sensation,7,7,8,8,10,10,12,12,It does n't hurt as much as It Causes A Horrible Itching Sensation all over my body !,negative
18577820,that,causes,bad,odors,10,10,12,12,13,13,14,14,"I was worried about having to put out poison because that ALWAYS causes bad odors for a week or two after the rats eat it , die inside your walls or crawlspace and stinks the place up .",not suitable
19076204,starring,generates,furious,beats,20,20,30,30,31,31,32,32,"The best of the best ( see below ) begins with an unusual treatment of Duke Ellingtons Come Sunday , starring Grammy - winners Natalie Cole and Terri Lynn who generates furious beats underneath Natalie vocalizing in a marvelous performance that in the end slows down to achieve the peace of the original .",not suitable
19682026,this,creates,boring,album,30,30,31,31,33,33,34,34,"

 The fact that this band is slow , ( in most songs ) , instrumentally weak , and vocally annd lyrically , EXTREMELY WEAK , needless to say , this creates a boring album of music that we have heard before , but played by a more talented band . 

",not suitable
20023955,nodules,creates,bad,effect,1,1,19,19,21,21,22,22,The nodules ( plastic nail ) on the insole ( sandals ' floor ) make pain on feet and creates a bad effect,negative
20023955,nail,creates,bad,effect,4,4,19,19,21,21,22,22,The nodules ( plastic nail ) on the insole ( sandals ' floor ) make pain on feet and creates a bad effect,negative
20455524,stress,causes,bad,migraine,16,16,18,18,22,22,23,23,"Basically , Hope is now an e - book cover photographer and some work - related stress , causes her a very bad migraine which makes her go to Wal - Mart to buy meds .",not suitable
20669991,case,causes,annoying,reflection,26,26,27,27,29,29,30,30,"The second thing is that , like many cases for the iphone 4 , if the flash is being used to take a picture , the case causes an annoying reflection which could ruin pictures .",not suitable
21052491,Fossum,develops,horrible,event,6,6,7,7,3,3,4,4,There is a horrible event that Fossum develops with consummate skill .,negative
21242498,This,causes,terrible,problems,0,0,1,1,2,2,3,3,This causes terrible problems for Henry .,negative
21609360,it,provides,disappointing,performance,7,7,8,8,10,10,11,11,"This is small and rechargeable , but it provides pretty disappointing performance -- but read on , it may still suit your needs .",not suitable
21657803,it,creates,horrible,ray,28,28,29,29,31,31,32,32,"This might be just my lens ( Nikon 18 - 105 mm VR ) , but when pointed at the slightest light source ( even the moon ) it creates a horrible ray of lens flare all the way across the picture .",not suitable
21864510,anything,creates,annoying,static,7,7,13,13,17,17,18,18,On my Blackberry I 've found that anything over 5 to 7 feet creates far too much annoying static .,negative
22158019,he,provides,bad,examples,6,6,7,7,8,8,9,9,The most remarkable thing is that he provides bad examples for every entry and shows what should have been used instead .,not suitable
22563193,Matcha,causes,negative,effects,11,11,12,12,14,14,17,17,"Again , unlike many diet aides currently on the market , Matcha causes no negative side - effects such as increased heart rate and high blood pressure .",positive
22789696,It,generates,bad,words,0,0,2,2,3,3,4,4,It periodically generates bad words from me .,negative
23689674,manufacturer,produces,bad,unit,17,17,18,18,21,21,22,22,Keep in mind when you see people giving one star cause the drive puked that every single manufacturer produces the occasional bad unit .,not suitable
24185304,tapping,causes,annoying,sound,1,1,5,5,12,12,13,13,"Any tapping of the wire causes a very , very loud and annoying sound in your ears .",negative
24185304,wire,causes,annoying,sound,4,4,5,5,12,12,13,13,"Any tapping of the wire causes a very , very loud and annoying sound in your ears .",negative
24272004,it,creates,horrible,fat,14,14,19,19,20,20,22,22,"This was tolerable , the main issue is that the band fits weird , it pushes the tissue and creates horrible back fat under the t - shirts ! !",not suitable
24862257,Sugar,causes,bad,things,0,0,1,1,7,7,8,8,Sugar causes cancer and so many other bad things .,negative
25142668,album,generates,negative,reviews,5,5,6,6,8,8,9,9,That 's probably why this album generates more negative reviews than any other Styx album .,negative
25930681,water,creates,horrible,mess,0,0,6,6,8,8,9,9,water collects under metal dish and creates a horrible mess and smell,negative
26548723,one,introduces,boring,one,6,6,7,7,13,13,14,14,"Like all the DLC , this one introduces 2 raid bosses : a boring one who you fight in an arena and who just explodes at you nonstop , and a fun one you fight over a huge area in a vehicle ( if you so choose ) .",not suitable
26944217,loading,creates,bad,heat,1,1,4,4,8,8,5,5,Over loading a tool creates heat that is bad for the tool and battery life .,negative
27476491,which,causes,bad,review,7,7,8,8,10,10,13,13,But it 's also very power hungry which causes the bad battery life review .,negative
27476851,which,causes,bad,review,9,9,10,10,12,12,15,15,It is indeed power hungry with such gorgeous screen which causes the bad battery life review .,negative
27916212,which,causes,bad,review,9,9,10,10,12,12,15,15,It is indeed power hungry with such gorgeous screen which causes the bad battery life review .,negative
27924799,which,causes,bad,review,7,7,8,8,10,10,13,13,But it 's also very power hungry which causes the bad battery life review .,negative
29179405,fight,causes,terrible,behavior,4,4,14,14,16,16,18,18,There is a constant fight to be accepted and manly during those years which causes some terrible immature behavior .,negative
29653271,silicone,causes,annoying,leak,4,4,22,22,24,24,26,26,"Over time , the silicone straw that connects the bite valve to the fleet base eventually develops a hole in it and causes an annoying air leak .",negative
29653271,straw,causes,annoying,leak,5,5,22,22,24,24,26,26,"Over time , the silicone straw that connects the bite valve to the fleet base eventually develops a hole in it and causes an annoying air leak .",negative
29700657,pages,causes,terrible,strain,5,5,26,26,27,27,28,28,Every 2 out of 5 pages ( occurs randomly but 40 % is the general chance you will get a blurry page ) are blurry and causes terrible strain to the eye .,not suitable
29923817,She,creates,heartbreaking,stories,0,0,1,1,6,6,7,7,"She creates realistic , heartwarming and heartbreaking stories , with just a touch of fantasy alpha .",positive
30219170,thinking,produces,negative,results,1,1,2,2,3,3,4,4,"Negative thinking produces negative results , mediocre thinking produces mediocre results and optimal thinking is the only way to consistently achieve optimal results .",not suitable
30220691,screen,causes,annoying,effect,2,2,41,41,48,48,44,44,"The enclosed screen protector is durable , masks fingerprints , diffuses ambient light , reduces glare , but also clarity , especially of the crispiest screens , due to the finish and the increasing accumulation of the invisible fingerprints , and causes the rainbow effect that might be annoying .",not suitable
30220691,protector,causes,annoying,effect,3,3,41,41,48,48,44,44,"The enclosed screen protector is durable , masks fingerprints , diffuses ambient light , reduces glare , but also clarity , especially of the crispiest screens , due to the finish and the increasing accumulation of the invisible fingerprints , and causes the rainbow effect that might be annoying .",not suitable
30375015,Clay,creates,sad,tone,0,0,1,1,4,4,5,5,Clay creates an appropriate sad tone with his voice on this song .,positive
30792954,Bjrk,creates,heartbreaking,tunes,1,1,2,2,6,6,8,8,", Bjrk creates some groovy , heartbreaking dance tunes as well as some of the best love songs put into recording .",positive
31240291,it,causes,horrible,feedback,10,10,11,11,12,12,13,13,It plays good but when she sings with the microphone it causes horrible feedback .,negative
31670770,author,provides,negative,view,1,1,2,2,5,5,6,6,"The author provides a fairly negative view of people in the procurement profession , which is different from my experience working in procurement .",not suitable
32042755,This,causes,sad,situations,0,0,1,1,7,7,8,8,This causes some funny and some very sad situations .,not suitable
32397270,intolerance,causes,terrible,pain,14,14,18,18,19,19,21,21,"It 's just made without aspartame , which is awesome since I have an intolerance to aspartame that causes terrible abdominal pain .",positive
32735503,he,creates,disgusting,documentaries,30,30,31,31,21,21,29,29,"But after watching this documentary I had learned a lot more about the true history of this fraud , and the disgusting hack job manipulated "" so called "" documentaries he creates in order to brainwash regular people .",not suitable
32773185,bulbs,starts,annoying,buzzing,2,2,3,3,5,5,6,6,One of bulbs starts an annoying buzzing after a few minutes,negative
33586998,I,introduces,negative,qualities,0,0,16,16,20,20,21,21,"I has all of the good qualities of a pack of Wolf Shifter 's , and introduces some of the negative qualities of the rogue wolves .",not suitable
33614803,She,develops,bad,guy,0,0,2,2,5,5,6,6,She also develops a diabolical bad guy who obsessively plans murder around solstice seasons and travel schedules .,not suitable
34230642,bacteria,causes,bad,breath,18,18,20,20,21,21,22,22,"It could work , and it certainly would kill every living organism it comes in contact with i.e. bacteria that causes bad breath , but the possible health concerns outweigh the benefits for me .",not suitable
34753601,Mcpherson,provides,disappointing,narrative,0,0,1,1,13,13,5,5,Mcpherson provides a fast moving narrative of the war itself which may be disappointing to those seeking more detailed military descriptions .,not suitable
35026635,it,produces,annoying,sound,7,7,9,9,12,12,13,13,"I will have to warn you , it also produces a very annoying sound .",negative
35035704,voice,produces,heartbreaking,range,5,5,6,6,25,25,31,31,"Linda newcomers : Linda 's voice produces the similar shimmering , Disney - esque high notes similar of a Streisand , and the full , heartbreaking middle - to - low range that sounds even more remarkably like Garland .",not suitable
35161302,she,creates,terrible,pity,5,5,6,6,13,13,14,14,"In doing so ,   she creates for a reader a sense of terrible pity for Dickens ' children , his long suffering wife , his long suffering mistress , his sister in law , indeed just about anyone whose life intertwined with his for any length of time .",not suitable
35934681,pads,creates,annoying,slipping,1,1,8,8,11,11,12,12,The pads at the top of the band creates a very annoying slipping situation .,negative
36289380,delay,provides,bad,language,10,10,18,18,26,26,27,27,The second one is better but still exhibits a random delay in the power on routine that regularly provides a surge in blood pressure and associated bad language ( thankfully the children are no longer young ) during which I walk out of the room with much muttering and crossed fingers hoping that the damn thing will power on eventually .,not suitable
36292237,sweat,causes,terrible,odor,6,6,13,13,15,15,16,16,I think they helped with the sweat that develops between my toes which causes a terrible odor .,positive
36525091,he,contributes,boring,day,8,8,9,9,17,17,20,20,"When Dad gets in on the action , he contributes a detailed account of his ( extremely boring ) work day .",positive
36577432,beam,creates,annoying,spots,17,17,19,19,20,20,22,22,"Unfortunately , no matter which orientation you place the LED bulb , it produces a very awkward beam which creates annoying dead spots on the road and reflects a very noticeable amount of light up at the trees and signs overhead .",not suitable
36892062,Disgaea,provides,frustrating,one,0,0,1,1,8,8,9,9,Disgaea provides a relaxing game rather then a frustrating one .,positive
37292024,it,produces,annoying,noise,11,11,12,12,9,9,10,10,Frequency adjustment knob has no detectable effect on the annoying noise it produces .,negative
37694392,she,develops,bad,side,4,4,16,16,20,20,21,21,During lucy 's breakout she looses all memory due to a shot to the head and develops a good side bad side .,not suitable
37869900,It,encourages,bad,form,0,0,8,8,9,9,10,10,It is very hard on the wrist and encourages bad form .,negative
38113534,Image,produces,annoying,sound,0,0,2,2,7,7,9,9,Image stabilizer produces a fairly audible and annoying humming sound .,negative
38113534,stabilizer,produces,annoying,sound,1,1,2,2,7,7,9,9,Image stabilizer produces a fairly audible and annoying humming sound .,negative
38529967,air,creates,annoying,effect,8,8,12,12,19,19,15,15,"Because it feels looser than the abdomen , air rushes in and creates a buffeting effect which is quite annoying at higher speeds .",not suitable
38775533,she,creates,bad,guy,10,10,12,12,23,23,24,24,"Jay Crownover certainly is one of my favorite authors , she always creates characters that are so complex and lovable , even a bad guy like Nassir that should make you be scared of what he is capable to me he was just a guy that so in love with a girl that everything he did was for her .",not suitable
38973695,third,introduces,bad,guys,2,2,6,6,9,9,10,10,"The second third of the book introduces "" the bad guys "" - a pair of cartoon characters off the pages of a Dick Tracy comic .",not suitable
38973695,third,introduces,bad,characters,2,2,6,6,9,9,17,17,"The second third of the book introduces "" the bad guys "" - a pair of cartoon characters off the pages of a Dick Tracy comic .",not suitable
38973695,book,introduces,bad,guys,5,5,6,6,9,9,10,10,"The second third of the book introduces "" the bad guys "" - a pair of cartoon characters off the pages of a Dick Tracy comic .",not suitable
38973695,book,introduces,bad,characters,5,5,6,6,9,9,17,17,"The second third of the book introduces "" the bad guys "" - a pair of cartoon characters off the pages of a Dick Tracy comic .",not suitable
39009460,Cyberpower,provides,bad,software,5,5,8,8,16,16,3,3,"Lastly , the software both Cyberpower and APC provides for the Mac OS , is really bad !  ",negative
39009460,APC,provides,bad,software,7,7,8,8,16,16,3,3,"Lastly , the software both Cyberpower and APC provides for the Mac OS , is really bad !  ",negative
39999584,jest,provides,boring,section,27,27,35,35,38,38,39,39,"Nabokov drops a couple of sentences in there about how "" he 's still jesting , "" but as far as I 'm concerned this is one jest that goes on too esoterically long and provides the only boring section of the book .",not suitable
40095207,tartar,causes,bad,breath,6,6,8,8,9,9,11,11,"If used correctly ,   removes tartar that causes bad doggie breath",not suitable
40981834,she,begins,sad,start,8,8,9,9,13,13,14,14,"The story begins with Bryn Dawson , as she begins a new but sad start at an Oregon college .",not suitable
41021748,it,causes,bad,haze,4,4,5,5,7,7,8,8,Case is good but it causes a bad haze when you use the camera flash ..,not suitable
41597550,design,creates,annoying,buffeting,4,4,10,10,12,12,13,13,Ford Escapes have a design flaw in their aerodynamics that creates an annoying buffeting that drives you crazy when driving with the windows open .,not suitable
41597550,flaw,creates,annoying,buffeting,5,5,10,10,12,12,13,13,Ford Escapes have a design flaw in their aerodynamics that creates an annoying buffeting that drives you crazy when driving with the windows open .,not suitable
42082433,account,provides,bad,news,4,4,8,8,9,9,10,10,""" The best possible account of the data provides bad news : tired and hungry judges tend to fall back on the easier default position of denying requests for parole .",not suitable
42082433,account,provides,bad,tend,4,4,8,8,9,9,16,16,""" The best possible account of the data provides bad news : tired and hungry judges tend to fall back on the easier default position of denying requests for parole .",not suitable
42082433,data,provides,bad,news,7,7,8,8,9,9,10,10,""" The best possible account of the data provides bad news : tired and hungry judges tend to fall back on the easier default position of denying requests for parole .",not suitable
42082433,data,provides,bad,tend,7,7,8,8,9,9,16,16,""" The best possible account of the data provides bad news : tired and hungry judges tend to fall back on the easier default position of denying requests for parole .",not suitable
42658735,Gad,provides,boring,production,12,12,13,13,15,15,18,18,The songwriters delivered the most insipid and generic lyrics imaginable while Jens Gad provides utterly boring and uninspired production to match .,not suitable
42710938,it,creates,horrible,ray,28,28,29,29,31,31,32,32,"This might be just my lens ( Nikon 18 - 105 mm VR ) , but when pointed at the slightest light source ( even the moon ) it creates a horrible ray of lens flare all the way across the picture .",not suitable
44633478,design,creates,horrible,mess,2,2,3,3,5,5,6,6,The new design creates a horrible mess !,negative
45827371,He,provides,disgusting,information,0,0,1,1,2,2,3,3,He provides disgusting information on the meat industry .,negative
46001671,BT,provides,terrible,quality,8,8,10,10,11,11,13,13,Which I was surprised because in my experience BT usually provides terrible audio quality .,not suitable
46629064,she,begins,terrible,nightmares,14,14,15,15,17,17,18,18,"Donna has n't had the best life , and when she moves back home she begins having terrible nightmares .",negative
46753717,beast,causes,negative,results,10,10,12,12,15,15,18,18,I do wonder if we should continue to feed the beast that causes permanent and negative life changing results for many former players .,not suitable
46867132,it,starts,annoying,chirp,2,2,3,3,5,5,8,8,"Also when it starts that annoying low battery chirp , if you press the button it stops chirping for 13 hours so you have time to get a new battery .",not suitable
47024788,it,creates,annoying,noise,9,9,10,10,12,12,8,8,Second is that at higher volumes the white noise it creates is annoying .,negative
47548918,song,invokes,heartbreaking,tales,7,7,9,9,15,15,16,16,Never Let Me Go is a beautiful song that invokes images of dramatic scenes or heartbreaking tales .,positive
47758515,she,begins,terrible,nightmares,14,14,15,15,17,17,18,18,"Donna has n't had the best life , and when she moves back home she begins having terrible nightmares .",negative
48054564,plastic,creates,bad,glare,4,4,6,6,8,8,9,9,but the curved clear plastic face creates a bad glare with overhead lighting to the point its hard to read because of the glare .,not suitable
48054564,face,creates,bad,glare,5,5,6,6,8,8,9,9,but the curved clear plastic face creates a bad glare with overhead lighting to the point its hard to read because of the glare .,not suitable
