sentence_id,event,causes,bad,result,event_first_index,event_last_index,causes_first_index,causes_last_index,bad_first_index,bad_last_index,result_first_index,result_last_index,sentence_text,answer
265826,introduction,provides,excellent,introduction,4,4,14,14,17,17,19,19,"First there is an introduction by TCM host and film historian Robert Osborne who provides the same excellent short introduction that he would were Scarface playing in prime time on TCM and he were introducing it there - no more , no less .",not suitable
271218,which,provides,good,humor,11,11,12,12,16,16,17,17,"The characters bounce wisecracks off each other throughout the movie , which provides a lot of good humor and gives the movie an easy "" buddy "" feel that you get from movies like Butch Cassidy and the Sundance Kid .",not suitable
292459,It,provides,good,amount,0,0,7,7,9,9,10,10,It is by no means indestructible but provides a good amount of storage and reasonable protection for the reader and books .,not suitable
294111,This,produces,nice,documents,0,0,11,11,13,13,14,14,"This is a fine product , easy on the ink and produces very nice documents at all levels .",positive
336451,it,produces,good,light,5,5,6,6,8,8,4,4,stuff happens ..... the light it produces is good an bright .,not suitable
340985,handle,provides,good,grip,27,27,31,31,32,32,33,33,"The knife is extremely sharp , the S30v steel is well - respected and reviewed , the locking and opening mechanism are well - designed , the handle is comfortable and provides good grip , and there is solid weight to the knife as a whole .",not suitable
350351,design,provides,superior,grip,1,1,2,2,4,4,6,6,This design provides a superior definitive grip .,not suitable
353766,It,provides,good,connection,0,0,1,1,3,3,4,4,It provides a good connection to my wireless devices and performance is good in most areas .,positive
371208,It,produces,great,images,0,0,4,4,5,5,6,6,It fits well and produces great images without the need of photo enhancing software .,positive
384134,it,provides,amazing,amount,6,6,7,7,9,9,10,10,I run # 1 diesel and it provides an amazing amount of heat .,positive
385237,story,provides,brilliant,lesson,10,10,12,12,15,15,16,16,"Sweet , enamoring , pleasant , and funny , this story also provides us a brilliant lesson -- maybe SEVERAL brilliant lessons !",positive
385237,story,provides,brilliant,lessons,10,10,12,12,15,15,21,21,"Sweet , enamoring , pleasant , and funny , this story also provides us a brilliant lesson -- maybe SEVERAL brilliant lessons !",positive
385237,story,provides,brilliant,lessons,10,10,12,12,20,20,21,21,"Sweet , enamoring , pleasant , and funny , this story also provides us a brilliant lesson -- maybe SEVERAL brilliant lessons !",positive
389542,which,causes,great,deal,16,16,17,17,19,19,20,20,"He wants to be with John , but ca n't admit that he 's gay , which causes a great deal of conflict between them .",not suitable
417399,He,creates,fantastic,world,0,0,2,2,4,4,8,8,"He effectively creates a fantastic , yet believable world in which your discomfort compels you to read on .",positive
417650,author,creates,good,dialogue,1,1,2,2,4,4,6,6,The author creates a good base dialogue and a story of events that could have occurred .,positive
440511,It,provides,good,support,0,0,1,1,2,2,3,3,It provides good support without the need for an actual bra .,not suitable
447453,it,provides,great,sound,12,12,13,13,14,14,15,15,I have it in my mancave / command center / office and it provides great sound .,positive
475799,phone,provides,great,protection,1,1,3,3,4,4,5,5,The phone case provides great protection with easy installation .,positive
475799,case,provides,great,protection,2,2,3,3,4,4,5,5,The phone case provides great protection with easy installation .,positive
481387,degrees,produces,nice,crust,6,6,15,15,16,16,18,18,The oven gets to about 600 degrees which is better than my inside oven and produces nice crispy crust .,positive
492974,sourdough,produces,great,waffles,11,11,14,14,15,15,16,16,This is a very good product ; I use with a sourdough mix that produces great waffles .,positive
492974,mix,produces,great,waffles,12,12,14,14,15,15,16,16,This is a very good product ; I use with a sourdough mix that produces great waffles .,positive
495571,it,provides,excellent,grip,7,7,8,8,9,9,10,10,"It sticks to my fingers well , it provides excellent grip , and in the 300 g bag , it is very cheap .  ",positive
502196,Chapter,provides,nice,introduction,0,0,2,2,4,4,5,5,Chapter 1 provides a nice introduction to the book and Chapter 2 is the meat of the book .,positive
537466,Tolstoy,creates,astonishing,characters,0,0,11,11,12,12,13,13,Tolstoy gets into the minds   of his epic cast and creates astonishing characters of people who shaped   the history of his day .,positive
544570,Disney,produces,exceptional,experience,6,6,7,7,8,8,10,10,"If you 've ever wondered how Disney produces exceptional guest experience time after time , this book will help you begin to understand what it takes .",not suitable
544571,Disney,creates,excellent,service,16,16,17,17,23,23,25,25,Mr. Cockerell explains both his journey to his final position at Disney as well as how Disney creates a culture of innovation and excellent guest service .,not suitable
560867,novel,creates,great,visuals,1,1,11,11,13,13,14,14,This novel has everything in it from drama to suspense and creates constant great visuals ! !,positive
567759,It,starts,wonderful,addiction,0,0,1,1,6,6,7,7,"It starts an addiction , a wonderful addiction , where you want then need other flavors .",not suitable
572016,product,provides,good,context,14,14,19,19,21,21,23,23,"Albeit , there were quite a few more references to Vietnam etc -- a product of the Era that provides some good historical context .",not suitable
572016,Era,provides,good,context,17,17,19,19,21,21,23,23,"Albeit , there were quite a few more references to Vietnam etc -- a product of the Era that provides some good historical context .",not suitable
580457,mix,produces,excellent,quality,14,14,15,15,16,16,17,17,"Whether GF is a life choice or a medical necessity for you , this mix produces excellent quality pancakes .",positive
601555,rain,provides,excellent,opportunity,2,2,3,3,5,5,6,6,"Sure the rain provides an excellent opportunity to show off the fighting skills , but this is n't head cracking , blood spurting violence .",not suitable
606745,wave,provides,good,feedback,5,5,13,13,14,14,16,16,"If you want a great wave keyboard that is wireless , but also provides good key feedback this is your keyboard !",positive
606745,keyboard,provides,good,feedback,6,6,13,13,14,14,16,16,"If you want a great wave keyboard that is wireless , but also provides good key feedback this is your keyboard !",positive
628678,book,provides,great,information,1,1,2,2,6,6,7,7,"This book provides a lot of great information , presented in a way that a non - lawyer can understand and digest .",positive
653403,foot,provides,good,range,3,3,5,5,9,9,10,10,"The 10 - foot hose provides a lot of good range , but is remarkably stiff and resistant to straightening ( at least in the cold December weather in Boise , ID ) .  ",not suitable
653403,hose,provides,good,range,4,4,5,5,9,9,10,10,"The 10 - foot hose provides a lot of good range , but is remarkably stiff and resistant to straightening ( at least in the cold December weather in Boise , ID ) .  ",not suitable
677536,Carre,creates,good,characters,2,2,3,3,4,4,5,5,Georgia Le Carre creates good characters with chemistry that is unbelievable .,positive
692826,it,creates,nice,point,5,5,10,10,12,12,14,14,It 's not silent but it 's relatively quiet and creates a nice sharp point on a new pencil in just a few seconds .,positive
700154,light,produces,nice,light,1,1,11,11,13,13,16,16,"The light is bright enough to transform this dark picture and produces a nice warm even light not unlike some of the hardwired picture lights that I have elsewhere in the home . 
 ",not suitable
704737,it,provides,great,lighting,25,25,26,26,27,27,28,28,I found that if I do not attach it and just hold it off to one side angled just right there is no glare and it provides great lighting to enjoy my kindle touch .,not suitable
712199,PSW108,produces,great,end,15,15,16,16,17,17,19,19,Polk Audio TSx 550 T Tower Speakers produce amazing high and middle ranges and the PSW108 produces great low end .,not suitable
748795,clip,provides,great,illumination,1,1,7,7,8,8,9,9,This clip - on fits snugly and provides great illumination for the entire screen .,positive
748795,on,provides,great,illumination,3,3,7,7,8,8,9,9,This clip - on fits snugly and provides great illumination for the entire screen .,positive
753873,Amazon,provides,great,price,0,0,1,1,3,3,4,4,Amazon provides a great price and quick shipping .,positive
756822,bag,provides,good,protection,1,1,2,2,3,3,4,4,This bag provides good protection for my snare drum at a really good price .,positive
811796,Body,provides,great,program,0,0,3,3,12,12,9,9,Body for Life provides a well structured and balanced program that is great for both beginners and experienced trainers .,not suitable
815321,SML,provides,nice,contrast,15,15,16,16,18,18,19,19,"I recommend that film as well.(This is the darker of those two stories , so SML provides a nice contrast . )",not suitable
823689,it,promotes,good,care,7,7,8,8,9,9,11,11,"Love the taste , the fact that it promotes good oral care",not suitable
825977,rubber,provides,good,grip,1,1,3,3,4,4,5,5,They rubber base provides good grip for your fingers so that the picks do n't slip .,positive
825977,base,provides,good,grip,2,2,3,3,4,4,5,5,They rubber base provides good grip for your fingers so that the picks do n't slip .,positive
837757,book,provides,excellent,introductions,1,1,2,2,3,3,4,4,This book provides excellent introductions to computer science .,positive
893000,Live,provides,great,opportunity,1,1,7,7,9,9,10,10,""" Live from Austin , TX "" provides a great opportunity to do just that .",positive
939578,it,provides,good,humor,6,6,7,7,8,8,9,9,Costumes and location are great and it provides good humor as well .,positive
955783,it,produces,lovely,water,4,4,5,5,8,8,11,11,"That being said , it produces some very lovely , drinkable water .",positive
965909,it,yields,great,results,14,14,15,15,16,16,17,17,"However , if you remember to clean it immediately after you 're finished , it yields great results , especially for the price .",not suitable
972856,grip,provides,good,feel,9,9,10,10,11,11,12,12,The handle is nice and light and the textured grip provides good feel .,positive
979069,bulb,provides,great,flood,21,21,24,24,26,26,27,27,"The device has standard DMX functionality and features , great quality light output , a compact housing , and a nice bulb design that provides a great flood or wash with more intensity in the center .",not suitable
979069,design,provides,great,flood,22,22,24,24,26,26,27,27,"The device has standard DMX functionality and features , great quality light output , a compact housing , and a nice bulb design that provides a great flood or wash with more intensity in the center .",not suitable
1018924,It,provides,good,choices,0,0,1,1,2,2,4,4,It provides good music choices and playlist capabilities for a relatively small price and good size .,positive
1022941,It,provides,nice,hideaway,0,0,1,1,5,5,6,6,It provides privacy and a nice hideaway for small animals to make their nest in .,positive
1058019,Gregory,creates,lovely,character,3,3,4,4,6,6,10,10,"In this one Gregory creates a lovely , strong fictional character who is confidante to both Mary Tudor ( Bloody Mary ) and the young Princess Elizabeth .",not suitable
1063734,Pathfinder,provides,good,print,0,0,3,3,6,6,13,13,"Pathfinder Home Entertainment provides a pretty good wide screen , non - anamorphic print here , which does show minor speckling and occasional murkiness , to which we learn that this was the only print available to them with a on - screen note prior to the beginning of the film .",not suitable
1063734,Home,provides,good,print,1,1,3,3,6,6,13,13,"Pathfinder Home Entertainment provides a pretty good wide screen , non - anamorphic print here , which does show minor speckling and occasional murkiness , to which we learn that this was the only print available to them with a on - screen note prior to the beginning of the film .",not suitable
1063734,Entertainment,provides,good,print,2,2,3,3,6,6,13,13,"Pathfinder Home Entertainment provides a pretty good wide screen , non - anamorphic print here , which does show minor speckling and occasional murkiness , to which we learn that this was the only print available to them with a on - screen note prior to the beginning of the film .",not suitable
1084180,cushion,provides,excellent,support,3,3,4,4,5,5,6,6,This gel enhanced cushion provides excellent support and retains its shape longer than others .,positive
1084961,It,provides,great,relief,0,0,1,1,2,2,3,3,It provides great relief .,positive
1086942,Canon,provides,good,copies,13,13,15,15,16,16,17,17,I use multiple reams of paper during my busy season and find the Canon cartridge provides good copies well past the number advertised .,not suitable
1086942,cartridge,provides,good,copies,14,14,15,15,16,16,17,17,I use multiple reams of paper during my busy season and find the Canon cartridge provides good copies well past the number advertised .,not suitable
1087039,This,produces,nice,show,0,0,1,1,3,3,5,5,This produces a nice light show .,positive
1094232,It,generates,nice,amount,0,0,4,4,6,6,7,7,It works great and generates a nice amount of air flow and the lights are reasonably bright .,positive
1117733,This,provides,excellent,workouts,0,0,1,1,3,3,4,4,This provides 2 excellent workouts .,positive
1134808,it,produces,nice,image,5,5,6,6,8,8,9,9,"I plugged it in and it produces a nice image , but there is no way to control features such as zoom levels .",not suitable
1163850,it,provides,nice,counterpoint,29,29,30,30,32,32,33,33,"I bought this succulent terrarium to go with two Bliss Gardens air plant sets , and , out of the three , I like this the least even though it provides a nice counterpoint to the other two .",not suitable
1176345,webcam,produces,excellent,quality,1,1,2,2,3,3,4,4,This webcam produces excellent quality video in all lighting conditions .,positive
1234129,fan,provides,nice,light,5,5,10,10,11,11,12,12,Lovely look in my ceiling fan clear light fixture which provides nice light .,positive
1234129,light,provides,nice,light,7,7,10,10,11,11,12,12,Lovely look in my ceiling fan clear light fixture which provides nice light .,positive
1234129,fixture,provides,nice,light,8,8,10,10,11,11,12,12,Lovely look in my ceiling fan clear light fixture which provides nice light .,positive
1242916,He,provides,amusing,insights,0,0,1,1,9,9,2,2,He provides insights -- always informative and often very amusing -- into the songs ' histories and the creative process in developing the songs .,positive
1264517,Wayne,provides,excellent,entertainment,1,1,4,4,5,5,6,6,John Wayne once again provides excellent entertainment and quality performance .,positive
1269511,This,causes,tremendous,increase,0,0,1,1,3,3,4,4,This causes a tremendous increase in chlorophyll production in the new growth of these plants .,positive
1272236,it,provides,good,reminder,1,1,2,2,10,10,11,11,"Perhaps it provides a non - threatening , feel - good reminder of what we already know about ourselves ?",not suitable
1273367,it,produces,good,volume,10,10,11,11,14,14,15,15,I use this mainly for teaching lessons on Skype and it produces a very good volume .,positive
1278639,it,provides,good,reminder,1,1,2,2,10,10,11,11,"Perhaps it provides a non - threatening , feel - good reminder of what we already know about ourselves ?",not suitable
1283248,it,provides,good,laughs,1,1,2,2,4,4,5,5,but it provides some good laughs for a decent price,positive
1283251,it,provides,good,laughs,9,9,10,10,12,12,13,13,"The show may be a tad derivative , but it provides some good laughs for a decent price .",positive
1284863,powder,provides,nice,dose,1,1,2,2,4,4,7,7,"The powder provides a nice , concentrated dose of all the benefits that green tea provides ( Vitamin C , antioxidants , metabolic boost , etc ) and then some as you are actually consuming the ' whole ' leaf and not just drinking brewed remnants .",not suitable
1294177,Product,provides,excellent,flow,0,0,1,1,2,2,4,4,Product provides excellent water flow and fit .,positive
1298527,Ramey,creates,great,Zaccaria,1,1,2,2,5,5,6,6,Samuel Ramey creates again a great Zaccaria .,positive
1323801,midsole,provides,good,absorption,1,1,2,2,3,3,5,5,The midsole provides good shock absorption and compliments the DNA gel like material .,not suitable
1324370,that,creates,excellent,balance,20,20,21,21,23,23,24,24,"It grows on you over time too ( it 's a bit saltier than most seed & nut butters and that creates and excellent balance and helps get you through the day ) . 

",not suitable
1334586,He,provides,good,resources,0,0,1,1,4,4,5,5,"He provides some really good resources on travel , insurance , web sites , and tons of helpful information that make the purchase price of the book alone worth all of the research he 's included for tips and helpful ideas .",not suitable
1337445,It,produces,good,sound,0,0,4,4,6,6,9,9,"It handles nicely and produces a good , consistent sound .",positive
1344507,frame,produces,good,recordings,2,2,14,14,16,16,18,18,"The upgraded frame rate to 60fps during 720p recordings is extremely clean , and produces very good quality recordings when used in conjunction with OBS .",not suitable
1344507,rate,produces,good,recordings,3,3,14,14,16,16,18,18,"The upgraded frame rate to 60fps during 720p recordings is extremely clean , and produces very good quality recordings when used in conjunction with OBS .",not suitable
1346424,bow,produces,great,sound,10,10,17,17,19,19,20,20,"Even with the hairs that have fallen out , the bow is still very usable and still produces a great sound .",positive
1351501,silver,provides,good,contrast,2,2,4,4,5,5,6,6,"The matte silver background provides good contrast to the black ink , specially pronounced on white envelopes .",positive
1351501,background,provides,good,contrast,3,3,4,4,5,5,6,6,"The matte silver background provides good contrast to the black ink , specially pronounced on white envelopes .",positive
1361269,It,provides,great,picture,0,0,2,2,4,4,5,5,"It also provides a great picture , but it does seem to be a bit bright .",not suitable
1391086,it,provides,nice,additions,8,8,9,9,11,11,12,12,As for the firestorm pack i would say it provides some nice additions .,positive
1461461,It,creates,great,cup,0,0,15,15,17,17,20,20,"It 's semi moist , does n't take a lot of tea to steep and creates a great , flavorful cup .",not suitable
1480469,chalk,produces,nice,line,2,2,4,4,6,6,8,8,"This mechanical chalk pencil produces a nice thin line , which you have to maintain by carefully using the sharpener provided .",positive
1480469,pencil,produces,nice,line,3,3,4,4,6,6,8,8,"This mechanical chalk pencil produces a nice thin line , which you have to maintain by carefully using the sharpener provided .",positive
1491103,author,develops,great,story,1,1,4,4,6,6,7,7,"The author not only develops a great story , he creates  ",positive
1511590,it,provides,excellent,facts,43,43,44,44,45,45,46,46,"The Foot Soldiers segment stood out to me the most , which is perhaps the most family - friendly of the bunch , with sometimes goofy animations and music tracks ( even a Viking - theme rap ! ) , but even so it provides excellent facts and information .",not suitable
1513783,one,provides,good,message,2,2,10,10,12,12,13,13,"This new one is really good and as always , provides a good message , great songs and great acting .",positive
1513783,one,provides,great,songs,2,2,10,10,15,15,16,16,"This new one is really good and as always , provides a good message , great songs and great acting .",positive
1513783,one,provides,great,acting,2,2,10,10,18,18,19,19,"This new one is really good and as always , provides a good message , great songs and great acting .",positive
1542692,It,provides,great,deal,0,0,7,7,9,9,10,10,"It makes the tablet heavier , but provides a great deal of protection for such an expensive device .",positive
1562873,It,provides,great,peace,0,0,1,1,2,2,3,3,It provides great peace of mind .,positive
1578326,it,produces,good,prints,8,8,9,9,10,10,14,14,"I was not disappointed by this model : it produces good black & white prints , it has good print speed , it is relatively quiet , it has a very small footprint , and it never jams .",not suitable
1600927,bit,yields,excellent,results,17,17,21,21,22,22,23,23,"It 's always better to reapply smaller amounts of ink more frequently , since just a little bit will do and yields excellent results .",not suitable
1620357,Its,provides,great,coverage,0,0,5,5,6,6,7,7,Its light and comfortable and provides great coverage .,positive
1622449,it,produces,nice,prints,6,6,7,7,8,8,9,9,This printer is very portable and it produces nice prints .,positive
1632540,product,provides,excellent,seasoning,1,1,2,2,3,3,4,4,This product provides excellent seasoning .,positive
1632835,She,provides,great,turners,0,0,1,1,2,2,4,4,She provides great page turners .,positive
1644361,waterproofing,produces,nice,shell,1,1,3,3,5,5,9,9,"Great waterproofing , produces a nice , soft , shell around your jacket .",positive
1647487,Cheese,creates,pleasant,metaphor,1,1,3,3,5,5,6,6,_ Cheese _ creates a pleasant metaphor for delivering a simple message .,not suitable
1659830,booklet,provides,excellent,background,1,1,2,2,4,4,5,5,The booklet provides an excellent background on the two films and there is an interesting commentary by John Morgan .,not suitable
1660045,it,introduces,great,characters,5,5,6,6,8,8,10,10,"I like this , as it introduces a great many characters , yet the series really captured my attention with the great Revenge of Cobra .",not suitable
1681797,character,provides,good,bit,1,1,22,22,24,24,25,25,"This character will do anything for their own gain , even if it means the death of the other characters , and provides a good bit of extra conflict in the story .",not suitable
1683575,it,creates,nice,lighting,8,8,9,9,11,11,13,13,The bulbs are only 5 watts each so it creates a nice subtle lighting and not a bright or blinding light which is perfect for back patio .,positive
1694862,It,provides,great,fun,0,0,7,7,10,10,11,11,"It is full of challenging problems and provides hours of great fun and excitement , which is exactly what a game should do .",positive
1699507,it,produces,good,printouts,1,1,6,6,7,7,8,8,but it is running well and produces good printouts .,not suitable
1699511,it,produces,good,printouts,10,10,15,15,16,16,17,17,"Its a bit loud than my previous printer , but it is running well and produces good printouts .",not suitable
1709182,SanDisk,provides,excellent,service,10,10,11,11,7,7,9,9,I would like to point out the excellent customer service SanDisk provides ...,positive
1709185,SanDisk,provides,excellent,service,10,10,11,11,7,7,9,9,I would like to point out the excellent customer service SanDisk provides if you were to ever have an issue with one of their products .,positive
1715481,construction,provides,good,protection,1,1,2,2,3,3,4,4,Solid construction provides good protection from the elements for door speakers .,positive
1715927,It,provides,good,protection,0,0,1,1,2,2,3,3,It provides good protection and also a good grip around the edges .,positive
1715927,It,provides,good,grip,0,0,1,1,7,7,8,8,It provides good protection and also a good grip around the edges .,positive
1726880,VF1,provides,brilliant,viewfinder,3,3,6,6,15,15,17,17,The DMW - VF1 optical viewfinder provides the last element to the package - a brilliant optical viewfinder that allows you to frame a shot at 24 mm focal length instantly .,not suitable
1726880,viewfinder,provides,brilliant,viewfinder,5,5,6,6,15,15,17,17,The DMW - VF1 optical viewfinder provides the last element to the package - a brilliant optical viewfinder that allows you to frame a shot at 24 mm focal length instantly .,not suitable
1739326,it,provides,good,place,10,10,11,11,13,13,15,15,I 'll probably end up getting a couple more since it provides a good hiding place for the shrimp .,positive
1753321,hut,provides,nice,spot,1,1,2,2,4,4,6,6,the hut provides a nice hiding spot for my beta even though he is ...,not suitable
1753332,hut,provides,nice,spot,3,3,4,4,6,6,8,8,"Regardless , the hut provides a nice hiding spot for my beta even though he is too social to hang out in it .",not suitable
1767510,Korman,creates,great,storyline,14,14,15,15,17,17,18,18,"Written in short chapters , each from the view of several different characters , Korman creates a great storyline decorated with unique characters .",positive
1783087,it,provides,good,protection,15,15,16,16,17,17,18,18,Never even chipped despite the fact that I tend to drop my phone regularly and it provides good protection for the phone .,positive
1792699,it,provides,nice,surface,1,1,2,2,4,4,5,5,Although it provides a nice surface for the computer it is firm enough to make a nice writing surface,not suitable
1795485,printing,yields,nice,prints,21,21,24,24,25,25,28,28,"This printer is a bit noisier than the one it replaced , but it trades that noise for a really quick printing speed which yields nice , dark prints .",positive
1795485,speed,yields,nice,prints,22,22,24,24,25,25,28,28,"This printer is a bit noisier than the one it replaced , but it trades that noise for a really quick printing speed which yields nice , dark prints .",positive
1797377,Swallow,generates,happy,mood,5,5,8,8,10,10,11,11,"Falling Grace is an enduring Swallow composition that generates a happy mood with a fine , circular form that brings about some of the most energetic interplay between the two .",not suitable
1797377,composition,generates,happy,mood,6,6,8,8,10,10,11,11,"Falling Grace is an enduring Swallow composition that generates a happy mood with a fine , circular form that brings about some of the most energetic interplay between the two .",not suitable
1807200,It,creates,excellent,current,0,0,1,1,3,3,5,5,"It creates an excellent air current through my entire 650 square foot apartment ; going from the bedroom , through the kitchen , and out the living room .",not suitable
1809333,It,provides,good,light,0,0,1,1,2,2,4,4,It provides good indirect light without distracting from my video gaming or movie watching experience .,positive
1834855,it,produces,good,prints,20,20,38,38,39,39,40,40,"After trying out the Brother 6925 for about a month I 'm pretty satisfied with the results so far as it is relatively economic ( after the large initial setup cost ) in the long - term , produces good prints consistently whether document or pictures , was easy to setup , and the interface works with any manner of needs we have .",not suitable
1847027,mAh,provides,great,life,1,1,3,3,4,4,6,6,2000 mAh battery provides great battery life - 300 hrs standby .,not suitable
1847027,mAh,provides,great,standby,1,1,3,3,4,4,10,10,2000 mAh battery provides great battery life - 300 hrs standby .,not suitable
1847027,battery,provides,great,life,2,2,3,3,4,4,6,6,2000 mAh battery provides great battery life - 300 hrs standby .,not suitable
1847027,battery,provides,great,standby,2,2,3,3,4,4,10,10,2000 mAh battery provides great battery life - 300 hrs standby .,not suitable
1848728,it,provides,nice,surface,1,1,2,2,4,4,5,5,Although it provides a nice surface for the computer it is firm enough to make a nice writing surface,not suitable
1852126,tree,creates,nice,reflection,5,5,11,11,13,13,14,14,The lights are in a tree next to our pool which creates a nice reflection off the water .,positive
1858811,Samsung,produces,good,picture,1,1,7,7,10,10,11,11,"The Samsung DVD - C500 player itself produces a very good picture on my 52 "" screen .",positive
1858811,C500,produces,good,picture,4,4,7,7,10,10,11,11,"The Samsung DVD - C500 player itself produces a very good picture on my 52 "" screen .",positive
1858811,player,produces,good,picture,5,5,7,7,10,10,11,11,"The Samsung DVD - C500 player itself produces a very good picture on my 52 "" screen .",positive
1868084,it,provides,good,grip,24,24,30,30,32,32,33,33,"The material is interesting in that it is flexible like silicone feels like high quality plastic once it is fitted to the phone ; it does not attract dust , provides a good grip , and yet slides in out of my front pocket easily . 

",not suitable
1872167,sony,produces,good,quality,1,1,8,8,10,10,11,11,"The sony boombox has held up , and produces a good quality sound .",positive
1872167,boombox,produces,good,quality,2,2,8,8,10,10,11,11,"The sony boombox has held up , and produces a good quality sound .",positive
1887537,Ghost,provides,excellent,bridge,0,0,2,2,4,4,5,5,Ghost Story provides an excellent bridge between his earlier work and what will follow .,positive
1887537,Story,provides,excellent,bridge,1,1,2,2,4,4,5,5,Ghost Story provides an excellent bridge between his earlier work and what will follow .,positive
1912898,It,provides,nice,plug,0,0,1,1,3,3,7,7,It provides a nice factory OEM type plug to the dash or any location where I want to plug in .,not suitable
1921901,brand,promotes,great,litters,1,1,2,2,7,7,4,4,This brand promotes natural litters which is great .,positive
1945916,Pluggable,provides,great,service,1,1,6,6,8,8,9,9,The Pluggable High Speed Charging Hub provides a great service to me charging my devices .,positive
1945916,Charging,provides,great,service,4,4,6,6,8,8,9,9,The Pluggable High Speed Charging Hub provides a great service to me charging my devices .,positive
1945916,Hub,provides,great,service,5,5,6,6,8,8,9,9,The Pluggable High Speed Charging Hub provides a great service to me charging my devices .,positive
1968630,handle,provides,excellent,control,1,1,6,6,7,7,8,8,The handle is very comfortable and provides excellent control as well .,positive
1978115,product,provides,excellent,protection,1,1,5,5,6,6,7,7,This product works great and provides excellent protection .,positive
1978377,Canon,provides,extraordinary,quality,22,22,23,23,15,15,20,20,"I purchased this Canon zoom lens with full knowledge that I was not buying the extraordinary pro - level picture quality that Canon provides in their L - model Pro - lens line , but to be very honest , I have been very pleasantly surprised that a lens that sells for less than half the price of a comparable Canon 70 - 300 mm L - model zoom lens would have such good picture quality .",not suitable
1990778,back,provides,excellent,support,4,4,6,6,7,7,8,8,"The high , wide back also provides excellent support for your shoulders .",positive
2009227,cable,provides,excellent,picture,6,6,8,8,10,10,11,11,A thoroughly sturdy and high quality cable that provides an excellent picture,positive
2009230,cable,provides,excellent,picture,6,6,8,8,10,10,11,11,A thoroughly sturdy and high quality cable that provides an excellent picture .,positive
